Branch code,Branch name,Categorization of customers,Mobile Banking,Status,Number of customers
NP0010005,Individual Female,Internet Banking,BR Bhadrapur,ACTIVE,3
NP0010006,Individual Female,Internet Banking,BR Birtamod,ACTIVE,9
NP0010007,Individual Female,Internet Banking,BR  Surunga,ACTIVE,5
NP0010008,Individual Female,Internet Banking,BR Damak,ACTIVE,24
NP0010009,Individual Female,Internet Banking,BR Ilam,ACTIVE,7
NP0010010,Individual Female,Internet Banking,BR Phikkal,ACTIVE,17
NP0010011,Individual Female,Internet Banking,BR Mangalbare,ACTIVE,2
NP0010012,Individual Female,Internet Banking,BR Phidim,ACTIVE,5
NP0010013,Individual Female,Internet Banking,BR Taplejung,ACTIVE,2
NP0010014,Individual Female,Internet Banking,BR Rangeli,ACTIVE,1
NP0010016,Individual Female,Internet Banking,BR Biratnagar,ACTIVE,5
NP0010017,Individual Female,Internet Banking,BR Urlabari,ACTIVE,8
NP0010020,Individual Female,Internet Banking,BR Tinpaini,ACTIVE,6
NP0010021,Individual Female,Internet Banking,BR Netachowk,ACTIVE,1
NP0010022,Individual Female,Internet Banking,ERTC Letang,ACTIVE,4
NP0010024,Individual Female,Internet Banking,BR Harinagara,ACTIVE,1
NP0010026,Individual Female,Internet Banking,BR Itahari,ACTIVE,27
NP0010027,Individual Female,Internet Banking,BR  Dharan,ACTIVE,2
NP0010029,Individual Female,Internet Banking,BR  Laukahi,ACTIVE,2
NP0010030,Individual Female,Internet Banking,BR Dhankuta,ACTIVE,3
NP0010031,Individual Female,Internet Banking,BR Terhathum,ACTIVE,1
NP0010032,Individual Female,Internet Banking,BR Bhojpur,ACTIVE,2
NP0010036,Individual Female,Internet Banking,BR Kanchanpur,ACTIVE,1
NP0010039,Individual Female,Internet Banking,BR Rajbiraj,ACTIVE,1
NP0010042,Individual Female,Internet Banking,BR Siraha,ACTIVE,1
NP0010046,Individual Female,Internet Banking,BR Gaighat,ACTIVE,1
NP0010047,Individual Female,Internet Banking,BR Katari,ACTIVE,3
NP0010048,Individual Female,Internet Banking,BR Beltar,ACTIVE,2
NP0010050,Individual Female,Internet Banking,BR Okhaldhunga,ACTIVE,2
NP0010053,Individual Female,Internet Banking,BR Dhalkebar,ACTIVE,2
NP0010056,Individual Female,Internet Banking,BR Lagma Nagrain,ACTIVE,2
NP0010058,Individual Female,Internet Banking,BR Shivachowk,ACTIVE,1
NP0010059,Individual Female,Internet Banking,BR Jaleshwori,ACTIVE,1
NP0010060,Individual Female,Internet Banking,BR Gaushala,ACTIVE,2
NP0010064,Individual Female,Internet Banking,BR Malangawa,ACTIVE,2
NP0010069,Individual Female,Internet Banking,BR Manthali,ACTIVE,3
NP0010070,Individual Female,Internet Banking,BR Charikot,ACTIVE,1
NP0010072,Individual Female,Internet Banking,BR Pokhariya,ACTIVE,1
NP0010074,Individual Female,Internet Banking,BR Birgunj,ACTIVE,3
NP0010075,Individual Female,Internet Banking,BR Kalaiya,ACTIVE,2
NP0010077,Individual Female,Internet Banking,BR Amritgunj,ACTIVE,3
NP0010078,Individual Female,Internet Banking,BR Simara,ACTIVE,2
NP0010079,Individual Female,Internet Banking,BR Bariyarpur,ACTIVE,1
NP0010080,Individual Female,Internet Banking,BR Gaur,ACTIVE,2
NP0010082,Individual Female,Internet Banking,BR Garuda,ACTIVE,1
NP0010083,Individual Female,Internet Banking,BR Kantirajpath,ACTIVE,17
NP0010084,Individual Female,Internet Banking,BR Palung,ACTIVE,1
NP0010085,Individual Female,Internet Banking,BR Hetauda,ACTIVE,22
NP0010086,Individual Female,Internet Banking,BR Bharatpur,ACTIVE,28
NP0010088,Individual Female,Internet Banking,BR Madhi,ACTIVE,2
NP0010089,Individual Female,Internet Banking,BR Narayangadh,ACTIVE,17
NP0010092,Individual Female,Internet Banking,BR Tadi,ACTIVE,3
NP0010093,Individual Female,Internet Banking,BR Hakimchowk,ACTIVE,20
NP0010095,Individual Female,Internet Banking,BR Ratnapark,ACTIVE,12
NP0010096,Individual Female,Internet Banking,BR Budhanilkanth,ACTIVE,2
NP0010097,Individual Female,Internet Banking,BR Samakhusi,ACTIVE,7
NP0010098,Individual Female,Internet Banking,BR Sankhu,ACTIVE,5
NP0010099,Individual Female,Internet Banking,BR Putalisadak,ACTIVE,5
NP0010100,Individual Female,Internet Banking,BR New Road,ACTIVE,7
NP0010101,Individual Female,Internet Banking,BR Thamel,ACTIVE,7
NP0010102,Individual Female,Internet Banking,BR Baneshwor,ACTIVE,12
NP0010103,Individual Female,Internet Banking,BR Kalimati,ACTIVE,7
NP0010104,Individual Female,Internet Banking,BR Maharajgunj,ACTIVE,39
NP0010105,Individual Female,Internet Banking,BR Chabahil,ACTIVE,1
NP0010106,Individual Female,Internet Banking,BR Tripureshwor,ACTIVE,17
NP0010107,Individual Female,Internet Banking,BR Koteshwor,ACTIVE,14
NP0010108,Individual Female,Internet Banking,BR Jorpati,ACTIVE,5
NP0010109,Individual Female,Internet Banking,BR Swyambhu,ACTIVE,2
NP0010110,Individual Female,Internet Banking,BR Kalanki,ACTIVE,16
NP0010111,Individual Female,Internet Banking,BR Kirtipur,ACTIVE,18
NP0010112,Individual Female,Internet Banking,BR Battisputali,ACTIVE,21
NP0010113,Individual Female,Internet Banking,BR Maitidevi,ACTIVE,6
NP0010114,Individual Female,Internet Banking,BR Naksal,ACTIVE,4
NP0010115,Individual Female,Internet Banking,BR Kapan,ACTIVE,18
NP0010116,Individual Female,Internet Banking,BR Lagenkhel,ACTIVE,12
NP0010117,Individual Female,Internet Banking,BR Chapagaun,ACTIVE,3
NP0010118,Individual Female,Internet Banking,BR Satdobato,ACTIVE,12
NP0010119,Individual Female,Internet Banking,BR Mangalbazar,ACTIVE,12
NP0010120,Individual Female,Internet Banking,BR Pulchowk,ACTIVE,1
NP0010121,Individual Female,Internet Banking,BR Sallaghari,ACTIVE,4
NP0010122,Individual Female,Internet Banking,BR Dudhapati,ACTIVE,7
NP0010123,Individual Female,Internet Banking,BR Gatthaghar,ACTIVE,19
NP0010125,Individual Female,Internet Banking,BR Dhulikhel,ACTIVE,3
NP0010126,Individual Female,Internet Banking,BR Banepa,ACTIVE,3
NP0010127,Individual Female,Internet Banking,BR Panchkhal,ACTIVE,7
NP0010128,Individual Female,Internet Banking,BR Gajuri,ACTIVE,3
NP0010130,Individual Female,Internet Banking,BR Dhadingdesi,ACTIVE,5
NP0010131,Individual Female,Internet Banking,BR Khanikhola,ACTIVE,2
NP0010133,Individual Female,Internet Banking,BR Kharinatar,ACTIVE,4
NP0010134,Individual Female,Internet Banking,BR Ranipawa,ACTIVE,1
NP0010136,Individual Female,Internet Banking,BR Melamchi,ACTIVE,6
NP0010138,Individual Female,Internet Banking,BR Dhunche,ACTIVE,1
NP0010140,Individual Female,Internet Banking,BR Dayanagar,ACTIVE,9
NP0010142,Individual Female,Internet Banking,BR Parroha,ACTIVE,3
NP0010143,Individual Female,Internet Banking,BR Bhairahawa,ACTIVE,3
NP0010146,Individual Female,Internet Banking,BR Siddarthanagar,ACTIVE,2
NP0010147,Individual Female,Internet Banking,BR Khasauli,ACTIVE,12
NP0010148,Individual Female,Internet Banking,BR Butwal,ACTIVE,7
NP0010150,Individual Female,Internet Banking,BR Parasi,ACTIVE,1
NP0010151,Individual Female,Internet Banking,BR Rajahar,ACTIVE,7
NP0010152,Individual Female,Internet Banking,BR Kawasoti,ACTIVE,4
NP0010153,Individual Female,Internet Banking,BR Bardaghat,ACTIVE,1
NP0010155,Individual Female,Internet Banking,BR Krishnanagar,ACTIVE,2
NP0010156,Individual Female,Internet Banking,BR 4 No. Jeetpur,ACTIVE,6
NP0010157,Individual Female,Internet Banking,BR Tansen,ACTIVE,6
NP0010158,Individual Female,Internet Banking,BR Rampur,ACTIVE,32
NP0010160,Individual Female,Internet Banking,BR Ridi,ACTIVE,4
NP0010161,Individual Female,Internet Banking,BR Sandhikharka,ACTIVE,6
NP0010162,Individual Female,Internet Banking,BR Thada,ACTIVE,4
NP0010164,Individual Female,Internet Banking,BR Pokhara,ACTIVE,24
NP0010165,Individual Female,Internet Banking,BR Bagar,ACTIVE,13
NP0010166,Individual Female,Internet Banking,BR Gagangauda,ACTIVE,2
NP0010167,Individual Female,Internet Banking,BR Chipledhunga,ACTIVE,6
NP0010168,Individual Female,Internet Banking,BR Damauli,ACTIVE,23
NP0010169,Individual Female,Internet Banking,BR Khairenitar,ACTIVE,9
NP0010172,Individual Female,Internet Banking,BR Galyang,ACTIVE,10
NP0010173,Individual Female,Internet Banking,BR Waling,ACTIVE,10
NP0010174,Individual Female,Internet Banking,BR Syangja,ACTIVE,1
NP0010177,Individual Female,Internet Banking,BR Palungtar,ACTIVE,7
NP0010178,Individual Female,Internet Banking,BR Beshishahar,ACTIVE,8
NP0010179,Individual Female,Internet Banking,BR Bhorletar,ACTIVE,2
NP0010180,Individual Female,Internet Banking,BR Bhotewadar,ACTIVE,4
NP0010182,Individual Female,Internet Banking,BR Baglung,ACTIVE,6
NP0010183,Individual Female,Internet Banking,BR Hatiya,ACTIVE,14
NP0010184,Individual Female,Internet Banking,BR Kusma,ACTIVE,2
NP0010185,Individual Female,Internet Banking,BR Huwas,ACTIVE,4
NP0010186,Individual Female,Internet Banking,BR Beni,ACTIVE,1
NP0010190,Individual Female,Internet Banking,BR Lamahi,ACTIVE,2
NP0010191,Individual Female,Internet Banking,BR Tulsipur,ACTIVE,3
NP0010192,Individual Female,Internet Banking,BR Tri-Marga,ACTIVE,2
NP0010193,Individual Female,Internet Banking,BR Gadhawa,ACTIVE,1
NP0010194,Individual Female,Internet Banking,BR Ghorahi,ACTIVE,2
NP0010195,Individual Female,Internet Banking,BR Narayanpur,ACTIVE,4
NP0010197,Individual Female,Internet Banking,BR Rolpa,ACTIVE,2
NP0010198,Individual Female,Internet Banking,BR Salyan,ACTIVE,5
NP0010199,Individual Female,Internet Banking,BR Musikot,ACTIVE,9
NP0010201,Individual Female,Internet Banking,BR Tribhuwanchowk,ACTIVE,2
NP0010202,Individual Female,Internet Banking,BR Papari,ACTIVE,1
NP0010203,Individual Female,Internet Banking,BR Dhambujh,ACTIVE,7
NP0010205,Individual Female,Internet Banking,BR Kohalpur,ACTIVE,2
NP0010207,Individual Female,Internet Banking,BR Rajapur,ACTIVE,2
NP0010209,Individual Female,Internet Banking,BR Surkhet,ACTIVE,2
NP0010210,Individual Female,Internet Banking,BR Chhinchu,ACTIVE,6
NP0010212,Individual Female,Internet Banking,BR Dailekh,ACTIVE,3
NP0010213,Individual Female,Internet Banking,BR Jumla,ACTIVE,1
NP0010215,Individual Female,Internet Banking,BR Kalikot,ACTIVE,2
NP0010216,Individual Female,Internet Banking,BR Mugu,ACTIVE,3
NP0010219,Individual Female,Internet Banking,BR Campus Road,ACTIVE,4
NP0010222,Individual Female,Internet Banking,BR Tikapur,ACTIVE,2
NP0010223,Individual Female,Internet Banking,BR Sukhkhad,ACTIVE,1
NP0010225,Individual Female,Internet Banking,BR Dhangadhi,ACTIVE,2
NP0010230,Individual Female,Internet Banking,BR Bajura,ACTIVE,3
NP0010232,Individual Female,Internet Banking,BR Shreepur Belauri,ACTIVE,5
NP0010234,Individual Female,Internet Banking,BR Attriya,ACTIVE,5
NP0010235,Individual Female,Internet Banking,BR Dodhara Chandani,ACTIVE,1
NP0010236,Individual Female,Internet Banking,BR Mahendranagar,ACTIVE,1
NP0010238,Individual Female,Internet Banking,BR Baitadi,ACTIVE,1
NP0010241,Individual Female,Internet Banking,BR Golbazar,ACTIVE,2
NP0010242,Individual Female,Internet Banking,BR Gauradaha,ACTIVE,1
NP0010243,Individual Female,Internet Banking,BR Bhingri,ACTIVE,2
NP0010244,Individual Female,Internet Banking,BR Sauraha,ACTIVE,3
NP0010245,Individual Female,Internet Banking,BR Pharsatikar,ACTIVE,7
NP0010246,Individual Female,Internet Banking,BR Jhalari,ACTIVE,1
NP0010247,Individual Female,Internet Banking,BR Chapakot,ACTIVE,2
NP0010248,Individual Female,Internet Banking,BR Chhahare,ACTIVE,2
NP0010249,Individual Female,Internet Banking,BR Lamki,ACTIVE,1
NP0010250,Individual Female,Internet Banking,BR Chuhandada,ACTIVE,1
NP0010253,Individual Female,Internet Banking,BR Palung Mainadi,ACTIVE,2
NP0010254,Individual Female,Internet Banking,BR Purkotdaha,ACTIVE,12
NP0010260,Individual Female,Internet Banking,BR Kumalgaun,ACTIVE,1
NP0010262,Individual Female,Internet Banking,BR Dhime,ACTIVE,3
NP0010263,Individual Female,Internet Banking,BR Majakot,ACTIVE,10
NP0010267,Individual Female,Internet Banking,BR Kohalbi,ACTIVE,12
NP0010268,Individual Female,Internet Banking,BR Malepatan (Zero KM),ACTIVE,11
NP0010269,Individual Female,Internet Banking,BR Sakhuwa Mahendranagar,ACTIVE,2
NP0010272,Individual Female,Internet Banking,BR Jogbudha,ACTIVE,5
NP0010273,Individual Female,Internet Banking,BR Thankot,ACTIVE,24
NP0010274,Individual Female,Internet Banking,BR Chandrauta,ACTIVE,4
NP0010279,Individual Female,Internet Banking,BR Dharke,ACTIVE,2
NP0010280,Individual Female,Internet Banking,BR Chhatiwan,ACTIVE,1
NP0010281,Individual Female,Internet Banking,BR DULLU,ACTIVE,4
NP0010282,Individual Female,Internet Banking,BR MULPANI,ACTIVE,9
NP0010285,Individual Female,Internet Banking,BR Rakamkarnali,ACTIVE,3
NP0010287,Individual Female,Internet Banking,BR Ratuwamai,ACTIVE,1
NP0010288,Individual Female,Internet Banking,BR Bijuwar,ACTIVE,2
NP0010290,Individual Female,Internet Banking,BR CHAUTHE,ACTIVE,4
NP0010292,Individual Female,Internet Banking,Gitanagar Branch,ACTIVE,2
NP0010001,Individual Other,Internet Banking,Head Office,ACTIVE,286
NP0010002,Individual Other,Internet Banking,Corporate,ACTIVE,186
NP0010004,Individual Other,Internet Banking,BR Dhulabari,ACTIVE,35
NP0010005,Individual Other,Internet Banking,BR Bhadrapur,ACTIVE,12
NP0010006,Individual Other,Internet Banking,BR Birtamod,ACTIVE,11
NP0010007,Individual Other,Internet Banking,BR  Surunga,ACTIVE,19
NP0010008,Individual Other,Internet Banking,BR Damak,ACTIVE,25
NP0010009,Individual Other,Internet Banking,BR Ilam,ACTIVE,44
NP0010010,Individual Other,Internet Banking,BR Phikkal,ACTIVE,11
NP0010011,Individual Other,Internet Banking,BR Mangalbare,ACTIVE,56
NP0010012,Individual Other,Internet Banking,BR Phidim,ACTIVE,5
NP0010013,Individual Other,Internet Banking,BR Taplejung,ACTIVE,10
NP0010014,Individual Other,Internet Banking,BR Rangeli,ACTIVE,6
NP0010015,Individual Other,Internet Banking,BR Biratchowk,ACTIVE,8
NP0010016,Individual Other,Internet Banking,BR Biratnagar,ACTIVE,50
NP0010017,Individual Other,Internet Banking,BR Urlabari,ACTIVE,17
NP0010018,Individual Other,Internet Banking,BR Kanchanbari,ACTIVE,14
NP0010019,Individual Other,Internet Banking,BR Aambari,ACTIVE,1
NP0010020,Individual Other,Internet Banking,BR Tinpaini,ACTIVE,38
NP0010022,Individual Other,Internet Banking,ERTC Letang,ACTIVE,2
NP0010023,Individual Other,Internet Banking,BR Inaruwa,ACTIVE,9
NP0010024,Individual Other,Internet Banking,BR Harinagara,ACTIVE,18
NP0010025,Individual Other,Internet Banking,BR Barju,ACTIVE,8
NP0010026,Individual Other,Internet Banking,BR Itahari,ACTIVE,56
NP0010027,Individual Other,Internet Banking,BR  Dharan,ACTIVE,60
NP0010028,Individual Other,Internet Banking,BR Duhabi,ACTIVE,9
NP0010029,Individual Other,Internet Banking,BR  Laukahi,ACTIVE,6
NP0010030,Individual Other,Internet Banking,BR Dhankuta,ACTIVE,10
NP0010031,Individual Other,Internet Banking,BR Terhathum,ACTIVE,54
NP0010032,Individual Other,Internet Banking,BR Bhojpur,ACTIVE,11
NP0010033,Individual Other,Internet Banking,BR Chainpur,ACTIVE,5
NP0010034,Individual Other,Internet Banking,BR Khandbari,ACTIVE,4
NP0010036,Individual Other,Internet Banking,BR Kanchanpur,ACTIVE,18
NP0010037,Individual Other,Internet Banking,BR Kalyanpur,ACTIVE,9
NP0010038,Individual Other,Internet Banking,BR Bodebarsain,ACTIVE,3
NP0010039,Individual Other,Internet Banking,BR Rajbiraj,ACTIVE,19
NP0010040,Individual Other,Internet Banking,BR Hanumannagar,ACTIVE,5
NP0010042,Individual Other,Internet Banking,BR Siraha,ACTIVE,14
NP0010043,Individual Other,Internet Banking,BR Mirchaiya,ACTIVE,13
NP0010044,Individual Other,Internet Banking,BR Shukhipur,ACTIVE,20
NP0010045,Individual Other,Internet Banking,BO Lahan,ACTIVE,8
NP0010046,Individual Other,Internet Banking,BR Gaighat,ACTIVE,12
NP0010047,Individual Other,Internet Banking,BR Katari,ACTIVE,36
NP0010048,Individual Other,Internet Banking,BR Beltar,ACTIVE,6
NP0010049,Individual Other,Internet Banking,BR Diktel,ACTIVE,4
NP0010050,Individual Other,Internet Banking,BR Okhaldhunga,ACTIVE,1
NP0010051,Individual Other,Internet Banking,BR Salleri,ACTIVE,16
NP0010053,Individual Other,Internet Banking,BR Dhalkebar,ACTIVE,45
NP0010055,Individual Other,Internet Banking,BR Khajuri,ACTIVE,2
NP0010056,Individual Other,Internet Banking,BR Lagma Nagrain,ACTIVE,11
NP0010057,Individual Other,Internet Banking,BR Milsarea,ACTIVE,13
NP0010058,Individual Other,Internet Banking,BR Shivachowk,ACTIVE,35
NP0010059,Individual Other,Internet Banking,BR Jaleshwori,ACTIVE,13
NP0010060,Individual Other,Internet Banking,BR Gaushala,ACTIVE,19
NP0010061,Individual Other,Internet Banking,BR Balawa,ACTIVE,20
NP0010063,Individual Other,Internet Banking,BR Bardibas,ACTIVE,8
NP0010064,Individual Other,Internet Banking,BR Malangawa,ACTIVE,12
NP0010065,Individual Other,Internet Banking,BR Ishworpur,ACTIVE,8
NP0010066,Individual Other,Internet Banking,BR Barahathwa,ACTIVE,34
NP0010067,Individual Other,Internet Banking,BR Nawalpur,ACTIVE,11
NP0010068,Individual Other,Internet Banking,BR Sindhuli,ACTIVE,4
NP0010069,Individual Other,Internet Banking,BR Manthali,ACTIVE,12
NP0010070,Individual Other,Internet Banking,BR Charikot,ACTIVE,11
NP0010072,Individual Other,Internet Banking,BR Pokhariya,ACTIVE,7
NP0010074,Individual Other,Internet Banking,BR Birgunj,ACTIVE,71
NP0010075,Individual Other,Internet Banking,BR Kalaiya,ACTIVE,14
NP0010076,Individual Other,Internet Banking,BR Nijgadha,ACTIVE,3
NP0010077,Individual Other,Internet Banking,BR Amritgunj,ACTIVE,3
NP0010078,Individual Other,Internet Banking,BR Simara,ACTIVE,20
NP0010079,Individual Other,Internet Banking,BR Bariyarpur,ACTIVE,1
NP0010080,Individual Other,Internet Banking,BR Gaur,ACTIVE,9
NP0010081,Individual Other,Internet Banking,BR Chandranigahapur,ACTIVE,7
NP0010082,Individual Other,Internet Banking,BR Garuda,ACTIVE,5
NP0010083,Individual Other,Internet Banking,BR Kantirajpath,ACTIVE,88
NP0010084,Individual Other,Internet Banking,BR Palung,ACTIVE,59
NP0010085,Individual Other,Internet Banking,BR Hetauda,ACTIVE,270
NP0010086,Individual Other,Internet Banking,BR Bharatpur,ACTIVE,124
NP0010087,Individual Other,Internet Banking,BR Gunjanagar,ACTIVE,30
NP0010088,Individual Other,Internet Banking,BR Madhi,ACTIVE,76
NP0010089,Individual Other,Internet Banking,BR Narayangadh,ACTIVE,76
NP0010091,Individual Other,Internet Banking,BR Parsakhairahani,ACTIVE,51
NP0010092,Individual Other,Internet Banking,BR Tadi,ACTIVE,16
NP0010093,Individual Other,Internet Banking,BR Hakimchowk,ACTIVE,110
NP0010095,Individual Other,Internet Banking,BR Ratnapark,ACTIVE,20
NP0010096,Individual Other,Internet Banking,BR Budhanilkanth,ACTIVE,47
NP0010097,Individual Other,Internet Banking,BR Samakhusi,ACTIVE,58
NP0010098,Individual Other,Internet Banking,BR Sankhu,ACTIVE,3
NP0010099,Individual Other,Internet Banking,BR Putalisadak,ACTIVE,75
NP0010100,Individual Other,Internet Banking,BR New Road,ACTIVE,82
NP0010101,Individual Other,Internet Banking,BR Thamel,ACTIVE,65
NP0010102,Individual Other,Internet Banking,BR Baneshwor,ACTIVE,126
NP0010103,Individual Other,Internet Banking,BR Kalimati,ACTIVE,51
NP0010104,Individual Other,Internet Banking,BR Maharajgunj,ACTIVE,45
NP0010105,Individual Other,Internet Banking,BR Chabahil,ACTIVE,53
NP0010106,Individual Other,Internet Banking,BR Tripureshwor,ACTIVE,105
NP0010107,Individual Other,Internet Banking,BR Koteshwor,ACTIVE,72
NP0010108,Individual Other,Internet Banking,BR Jorpati,ACTIVE,55
NP0010109,Individual Other,Internet Banking,BR Swyambhu,ACTIVE,31
NP0010110,Individual Other,Internet Banking,BR Kalanki,ACTIVE,32
NP0010111,Individual Other,Internet Banking,BR Kirtipur,ACTIVE,46
NP0010112,Individual Other,Internet Banking,BR Battisputali,ACTIVE,111
NP0010113,Individual Other,Internet Banking,BR Maitidevi,ACTIVE,54
NP0010114,Individual Other,Internet Banking,BR Naksal,ACTIVE,40
NP0010115,Individual Other,Internet Banking,BR Kapan,ACTIVE,31
NP0010116,Individual Other,Internet Banking,BR Lagenkhel,ACTIVE,96
NP0010117,Individual Other,Internet Banking,BR Chapagaun,ACTIVE,6
NP0010118,Individual Other,Internet Banking,BR Satdobato,ACTIVE,41
NP0010119,Individual Other,Internet Banking,BR Mangalbazar,ACTIVE,41
NP0010120,Individual Other,Internet Banking,BR Pulchowk,ACTIVE,26
NP0010121,Individual Other,Internet Banking,BR Sallaghari,ACTIVE,17
NP0010122,Individual Other,Internet Banking,BR Dudhapati,ACTIVE,46
NP0010123,Individual Other,Internet Banking,BR Gatthaghar,ACTIVE,55
NP0010124,Individual Other,Internet Banking,BR Maddhyapur Thimi,ACTIVE,26
NP0010125,Individual Other,Internet Banking,BR Dhulikhel,ACTIVE,7
NP0010126,Individual Other,Internet Banking,BR Banepa,ACTIVE,25
NP0010127,Individual Other,Internet Banking,BR Panchkhal,ACTIVE,16
NP0010128,Individual Other,Internet Banking,BR Gajuri,ACTIVE,7
NP0010130,Individual Other,Internet Banking,BR Dhadingdesi,ACTIVE,14
NP0010131,Individual Other,Internet Banking,BR Khanikhola,ACTIVE,6
NP0010132,Individual Other,Internet Banking,BR Trisuli,ACTIVE,22
NP0010133,Individual Other,Internet Banking,BR Kharinatar,ACTIVE,14
NP0010134,Individual Other,Internet Banking,BR Ranipawa,ACTIVE,6
NP0010135,Individual Other,Internet Banking,BR Chautara,ACTIVE,10
NP0010136,Individual Other,Internet Banking,BR Melamchi,ACTIVE,13
NP0010137,Individual Other,Internet Banking,BR Barhabise,ACTIVE,5
NP0010138,Individual Other,Internet Banking,BR Dhunche,ACTIVE,16
NP0010140,Individual Other,Internet Banking,BR Dayanagar,ACTIVE,28
NP0010141,Individual Other,Internet Banking,BR Majhagaun,ACTIVE,4
NP0010142,Individual Other,Internet Banking,BR Parroha,ACTIVE,25
NP0010143,Individual Other,Internet Banking,BR Bhairahawa,ACTIVE,40
NP0010144,Individual Other,Internet Banking,BR Manglapur,ACTIVE,13
NP0010145,Individual Other,Internet Banking,BR Dhakdhai,ACTIVE,10
NP0010146,Individual Other,Internet Banking,BR Siddarthanagar,ACTIVE,33
NP0010147,Individual Other,Internet Banking,BR Khasauli,ACTIVE,34
NP0010148,Individual Other,Internet Banking,BR Butwal,ACTIVE,77
NP0010149,Individual Other,Internet Banking,BR Lumbini,ACTIVE,41
NP0010150,Individual Other,Internet Banking,BR Parasi,ACTIVE,22
NP0010151,Individual Other,Internet Banking,BR Rajahar,ACTIVE,55
NP0010152,Individual Other,Internet Banking,BR Kawasoti,ACTIVE,97
NP0010153,Individual Other,Internet Banking,BR Bardaghat,ACTIVE,14
NP0010154,Individual Other,Internet Banking,BR Taulihawa,ACTIVE,16
NP0010155,Individual Other,Internet Banking,BR Krishnanagar,ACTIVE,14
NP0010156,Individual Other,Internet Banking,BR 4 No. Jeetpur,ACTIVE,23
NP0010157,Individual Other,Internet Banking,BR Tansen,ACTIVE,21
NP0010158,Individual Other,Internet Banking,BR Rampur,ACTIVE,16
NP0010159,Individual Other,Internet Banking,BR Tamghas,ACTIVE,14
NP0010160,Individual Other,Internet Banking,BR Ridi,ACTIVE,23
NP0010161,Individual Other,Internet Banking,BR Sandhikharka,ACTIVE,17
NP0010162,Individual Other,Internet Banking,BR Thada,ACTIVE,20
NP0010163,Individual Other,Internet Banking,Province Office Gandaki,ACTIVE,25
NP0010164,Individual Other,Internet Banking,BR Pokhara,ACTIVE,113
NP0010165,Individual Other,Internet Banking,BR Bagar,ACTIVE,42
NP0010166,Individual Other,Internet Banking,BR Gagangauda,ACTIVE,55
NP0010167,Individual Other,Internet Banking,BR Chipledhunga,ACTIVE,54
NP0010168,Individual Other,Internet Banking,BR Damauli,ACTIVE,15
NP0010169,Individual Other,Internet Banking,BR Khairenitar,ACTIVE,39
NP0010170,Individual Other,Internet Banking,BR Dumre,ACTIVE,14
NP0010172,Individual Other,Internet Banking,BR Galyang,ACTIVE,25
NP0010173,Individual Other,Internet Banking,BR Waling,ACTIVE,42
NP0010174,Individual Other,Internet Banking,BR Syangja,ACTIVE,21
NP0010175,Individual Other,Internet Banking,BR Gorkha,ACTIVE,23
NP0010176,Individual Other,Internet Banking,BR Aarughat,ACTIVE,9
NP0010177,Individual Other,Internet Banking,BR Palungtar,ACTIVE,27
NP0010178,Individual Other,Internet Banking,BR Beshishahar,ACTIVE,145
NP0010179,Individual Other,Internet Banking,BR Bhorletar,ACTIVE,37
NP0010180,Individual Other,Internet Banking,BR Bhotewadar,ACTIVE,39
NP0010181,Individual Other,Internet Banking,BR Manag,ACTIVE,5
NP0010182,Individual Other,Internet Banking,BR Baglung,ACTIVE,34
NP0010183,Individual Other,Internet Banking,BR Hatiya,ACTIVE,54
NP0010184,Individual Other,Internet Banking,BR Kusma,ACTIVE,16
NP0010185,Individual Other,Internet Banking,BR Huwas,ACTIVE,12
NP0010186,Individual Other,Internet Banking,BR Beni,ACTIVE,15
NP0010188,Individual Other,Internet Banking,BR Jomsom,ACTIVE,3
NP0010190,Individual Other,Internet Banking,BR Lamahi,ACTIVE,16
NP0010191,Individual Other,Internet Banking,BR Tulsipur,ACTIVE,16
NP0010192,Individual Other,Internet Banking,BR Tri-Marga,ACTIVE,6
NP0010193,Individual Other,Internet Banking,BR Gadhawa,ACTIVE,7
NP0010194,Individual Other,Internet Banking,BR Ghorahi,ACTIVE,25
NP0010195,Individual Other,Internet Banking,BR Narayanpur,ACTIVE,33
NP0010196,Individual Other,Internet Banking,BR Pyuthan,ACTIVE,1
NP0010197,Individual Other,Internet Banking,BR Rolpa,ACTIVE,33
NP0010198,Individual Other,Internet Banking,BR Salyan,ACTIVE,19
NP0010199,Individual Other,Internet Banking,BR Musikot,ACTIVE,2
NP0010201,Individual Other,Internet Banking,BR Tribhuwanchowk,ACTIVE,5
NP0010202,Individual Other,Internet Banking,BR Papari,ACTIVE,2
NP0010203,Individual Other,Internet Banking,BR Dhambujh,ACTIVE,23
NP0010204,Individual Other,Internet Banking,BR Khajura,ACTIVE,10
NP0010205,Individual Other,Internet Banking,BR Kohalpur,ACTIVE,23
NP0010206,Individual Other,Internet Banking,BR Gulariya,ACTIVE,15
NP0010207,Individual Other,Internet Banking,BR Rajapur,ACTIVE,11
NP0010208,Individual Other,Internet Banking,BR Neulapur,ACTIVE,10
NP0010209,Individual Other,Internet Banking,BR Surkhet,ACTIVE,23
NP0010210,Individual Other,Internet Banking,BR Chhinchu,ACTIVE,3
NP0010211,Individual Other,Internet Banking,BR Jajarkot,ACTIVE,10
NP0010212,Individual Other,Internet Banking,BR Dailekh,ACTIVE,8
